id,标题,成文或生成日期,发布或生效日期,来源,URL源地址,内容
524,坚定决心?全力以赴?加快新区建设,2018/7/26,2018/7/26,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-26/1425954507.html,"24日下午，市委副书记、代市长刘洪建带领市直有关部门负责人到武夷新区调研，详细了解新区规划和建设情况。他强调，要坚持以习近平新时代中国特色社会主义思想为指引，围绕市委市政府既定的目标任务，坚定信心、狠下决心，加快建设，把每一项工作、每一个项目抓深抓细抓实。
在实地察看了天圆地方、云谷小区、赤岸统建房等项目之后，刘洪建指出，要在确保安全和质量的前提下，能快则快推动项目建设，为行政中心搬迁打好基础。“你们有什么困难需要政府帮助解决”在巨电新能源、南平（浪潮）大数据产业园等企业，他详细了解企业生产、运营情况，并强调要以更大的力度、更实的措施帮助企业尽快发展壮大。
在随后召开的座谈会上，刘洪建认真听取武夷新区总体规划、专项规划以及具体工作情况汇报。他对近年来武夷新区开发建设取得的成效给予充分肯定。就下阶段工作，他强调，要按照市党代会提出的“2018年底有序启动行政中心搬迁”的要求，以开展“四比六促”“项目突破年”活动为抓手，全力以赴加快武夷新区建设。要坚持高起点规划、高标准建设，一任接着一任干，持之以恒加速推动天圆地方、云谷小区、武夷文旅广场等搬迁所必需的项目建设，努力把宏伟蓝图变成美好现实。要针对重点发展的新能源新材料、数字信息等产业，依托现有的龙头企业，加大招商引资力度，引进上下游企业，完善产业链条，推动产业集中集聚、做大做强，切实强化新区的产业支撑。 （记者 廖晨星）

                      
扫一扫在手机打开当前页"
525,扫黑除恶专项斗争省第七集中督导组?进驻南平开展督导,2018/7/26,2018/7/26,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-26/1036063917.html,"为深入贯彻落实习近平总书记关于扫黑除恶专项斗争的重要指示和党中央、国务院决策部署精神，按照省委、省政府的具体安排，扫黑除恶专项斗争省第七集中督导组近日进驻南平市开展督导工作。25日，督导组督导南平市工作汇报会召开，组长徐姗娜就做好督导工作作讲话，市委书记袁毅作了汇报讲话，市委副书记、代市长刘洪建主持会议。
徐姗娜指出，开展扫黑除恶专项斗争，是以习近平同志为核心的党中央站在中国特色社会主义进入新时代、“两个一百年”奋斗目标进入历史交汇期的高度作出的一项重大决策部署。习近平总书记高度重视扫黑除恶专项斗争工作，今年以来多次作出重要指示，提出明确要求。各地要认真贯彻落实习近平总书记重要指示精神，从事关人心向背、治国安邦的高度，从事关全面建成小康社会，保障人民群众安全感、公平感的高度，把专项斗争置于“五位一体”总体布局和“四个全面”战略布局中，纳入新福建建设的工作大局中来谋划推进。
徐姗娜强调，此次督导组进驻南平市，重点是围绕政治站位、依法严惩、综合治理、深挖彻查、组织建设和组织领导，督导南平市在扫黑除恶专项斗争中存在的问题和短板。南平市各级党委和政府及其有关部门要牢固树立以人民为中心的发展思想，坚决打赢扫黑除恶专项斗争这场硬仗，让人民群众带着满满的安全感迈入全面小康社会，为“再上新台阶、建设新福建”营造和谐稳定的社会环境。
袁毅表示，开展扫黑除恶专项斗争督导工作，是党中央、国务院的一项重大决策部署，要高度重视、抓好落实。袁毅要求，全市各级各有关部门要坚决贯彻落实习近平总书记重要指示精神，自觉把开展扫黑除恶专项斗争作为重大政治任务，进一步提升政治站位，牢固树立“四个意识”，全力做好督导配合各项工作，确保督导工作顺利推进，取得实效。要以督导为契机落深落细落实专项斗争各项工作，进一步强化精准打击、协作联动、综合治理，打好扫黑除恶主动仗、攻坚战、整体仗，推动全市扫黑除恶专项斗争纵深发展。
会上，扫黑除恶专项斗争省第七集中督导组成员、南平市党政班子相关成员出席会议，扫黑除恶专项斗争领导小组副组长列席会议。
根据安排，督导组进驻期间（2018年7月24日至7月28日）设立专门值班电话：0599-8069886，来信地址：南平市邮政专用信箱0607号。督导组受理举报电话时间为每天上午8:00-12:00，下午3:00-6:00。根据省委、省政府要求和督导组职责，督导组主要受理我市涉黑涉恶方面的来信来电举报。其他不属于受理范围的问题，将按规定交由被督导地区、单位和有关部门处理。 （本报记者 吴建琼）

                      
扫一扫在手机打开当前页"
526,武夷山太伟风景酒店会展中心，工作人员正忙着布置展馆,2018/7/26,2018/7/26,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-26/568673687.html,"25日，在武夷山太伟风景酒店会展中心，工作人员正忙着布置展馆，为26日开幕的“武夷品牌”建设发布会做最后的准备。	（朱宇 摄）

                      
扫一扫在手机打开当前页"
527,绿水青山聚人气,2018/7/25,2018/7/25,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-25/1040710893.html,"7月25日至27日，由南平市委、市政府、福建省品牌建设促进会主办的中国南平“武夷品牌”建设发布会将在武夷山市举行。这几天，南平市质量技术监督局质量管理科的电话响个不停，“大部分是企业咨询参与发布会的，还有与各县（市、区）、市直有关部门对接工作。”工作人员说。自召开发布会的消息公布以来，引发了各方关注。
习近平在十九大报告中指出，加快生态文明体制改革，建设美丽中国。我市以产品质量为中心，建立七大产业品牌建设的公共服务平台为核心，实施“武夷品牌”建设工程，筹办全市品牌建设发布会，符合党的十九大提出的高质量发展要求，符合我市绿色发展方向，对于加快推进绿水青山转化为金山银山具有重要意义。
市委、市政府对武夷品牌建设工作高度重视，专门成立了“武夷山水”公用品牌建设工作领导小组。今年1月以来，我市积极争取国家、省上对“武夷品牌”建设工程和品牌发布会活动的支持。据悉，发布会将由中国品牌建设促进会、国家市场监督管理总局发展研究中心、农业农村部农产品质量安全中心、国家知识产权局、中国优质农产品开发服务协会等单位指导，并获得省工商局、省质监局等10个省直部门支持。
尤值一提的是，随着我市政和白茶、南平竹笋、浦城大米、建阳橘柚等4个地方品牌产品纳入中央电视台“国家品牌计划——广告精准扶贫”项目，分阶段在中央电视台8个频道播出，使得我市地方农产品的知名度和影响力在全国范围内扩大，为武夷品牌建设工程奠定良好的工作基础。7月10日，我市在福州召开的中国南平“武夷品牌”建设发布会新闻发布会更是进一步扩大了品牌建设发布会的知名度，吸引了不少知名人士及名企前来参加。
据了解，发布会上，品牌方面的专家学者、相关机构领导、省直有关单位领导、境内外知名品牌策划、运营机构，优质农产品经销商、产业投资商、商会及知名企业代表及新闻媒体将汇聚一堂。这其中，有国际竹藤组织（INBAR）董事会联合主席，国际标准化组织竹藤技术委员会（ISO TC296)技术指导委员会主任，国际木材科学院院士、首席科学家、教授江泽慧、中国品牌建设促进会理事长、国家质检总局原副局长刘平均、原农业部党组成员、中央纪委驻农业部纪检组原组长朱保成将出席“武夷品牌”建设发布会；国务院参事、著名经济学家、第九、十届全国政协常委，国家教育咨询委员会委员任玉岭、中国工程院院士庞国芳将在发布会上发表主旨演讲；国家市场监督管理总局发展研究中心主任付文飙、福建省政府顾问、厦门大学宏观经济研究中心主任、厦门经济学会会长李文溥等重量级嘉宾将在发布会进行互动对话；阿里巴巴集团、沃尔玛福建片区公司、漳州片仔癀有限公司等多家国内知名企业也将在发布会当天进行品牌建设经验分享；中央电视台、中央人民广播电台、人民日报、新华社、新华网、人民网、经济日报、光明日报、香港经济导报、美国侨报、澳洲华侨报、合福高铁党报（旅游）联盟、省内地市党报等数十家知名媒体也将参与到此次发布会。
各个领域的权威、各个行业的翘楚、各方媒体的报道，将为这次大会汇聚人气，全面打响“武夷品牌”，助推我市真正将绿水青山转化为金山银山。
（汤文娟）

                      
扫一扫在手机打开当前页"
528,市政协举行研讨会,2018/7/25,2018/7/25,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-25/1389234757.html,"23日，市政协学习习近平总书记关于加强和改进人民政协工作重要思想理论研讨会在延举行。市政协党组书记、主席黄健平主持会议，市政协副主席卓立筑、张皓、陈少敏、余建坤、严明、黄艳珠，秘书长陈育进出席会议。
会议指出，习近平总书记关于加强和改进人民政协工作的重要思想是一个完整的科学理论体系，是新时代人民政协事业发展的根本遵循和科学指南。近两个月来，市政协扎实开展理论研讨活动，提出明确要求，制定实施方案，开展学习研究，有序宣讲宣传，推进政协履职，研讨活动进展顺利，学习研讨氛围浓厚、查摆问题不断深入、改进工作初见成效。这次理论研讨会学习认真，思考深刻，分析透彻，总结精炼，达到了预期效果。
会议要求，学习研讨、查摆问题、整改落实是一个有机整体，下一阶段理论研讨工作要坚持政治引领，继续在深学深研上下功夫，确保学得深入、研有成效。要坚持问题导向，继续在边学边改上下功夫，对标对表找差距，在解决问题、抓好整改的过程中增加政协工作的科学性、系统性和实效性。要坚持服务大局，继续在提质提效上下功夫，聚焦大事，关注实事，集力难事，在服务发展中增添助力，努力开创新时代政协工作新局面。
（周航）

                      
扫一扫在手机打开当前页"
529,把好转型期“关口”?维护“武夷茶”品牌,2018/7/25,2018/7/25,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-25/1370446798.html,"24日，在南平市“武夷山水”品牌发布大会召开前夕，武夷山市再次吹响推动茶产业持续健康发展集结号，召开了由机关干部、人大代表、政协委员、乡村干部、茶农茶企茶人代表400多人参加的茶产业发展大会，举全武夷山之力，全力把好茶产业发展转型期“关口”，维护好“武夷茶”品牌。
良好的生态环境造就了武夷茶这片黄金绿叶。尤其是近年来，武夷山市茶产业发展成效显著，已由传统产业发展成为武夷山市经济发展、农民增收致富的特色产业和重要支柱产业，2017年全市涉茶总产值60亿元，茶叶总产值20.23亿元，涉茶人数达8万人，
进入新时代，武夷山茶产业已站在转型升级、可持续发展的重要“关口”。但转型总伴随着阵痛，存在诸如集约化程度较低、监管措施不严、市场不规范现象频现、违规违法开垦茶山等弊端，极大影响了“武夷茶”品牌建设。
面对转型阵痛，武夷山如何走出一条生产发展、生活富裕、生态良好的茶产业健康发展之路？南平市委市政府为武夷山茶产业发展开出良方:以生态优先、绿色发展为根本遵循，推进茶山整治，发展绿色种植，着力提品质、打品牌、增效益，加快茶产业转型升级，培育做大一批茶业龙头企业，引领武夷山茶产业健康可持续发展。
秉纲而目自张，执本而末自从。记者了解到，武夷山市已描绘出下一阶段茶产业持续健康发展的具体路线图。即坚持品质优先、效益优先，突出抓好茶园规模化、标准化和有机化建设，确保到2020年全市高标准生态茶园面积达到10万亩以上。加快推进“化肥减量增效、农药使用零增长示范县”创建和“茶园无药无化肥质量兴茶”工程，倡导不使用化学农药，使用有机肥替代化肥。大力推广茶园植树、梯壁种草、套种绿肥、生物防控等技术，加强茶园水土保持，不断改善茶园的生态环境。
在深入实施品牌战略上，武夷山全力做好茶叶品牌的保护工作，加快推进武夷山茶产业知名品牌示范区和国家地理标志保护产品示范区创建工作。支持企业创建品牌，提高武夷品牌的知名度和美誉度，增强企业市场竞争力，紧紧抓住大众消费市场，推广百姓优质平价茶，让更多的人喜欢武夷茶，喝得起武夷茶。同时，加大品牌宣传，在线上、线下两个平台同步发力，在国内、国外两个市场同步宣传，不断扩大市场份额和影响力。
同时，武夷山每年还安排1000万元资金专项用于茶产业转型升级发展，重点支持品牌创建、市场推广、培育龙头、企业上市、产品研发等环节。加强人才保障，实施素质培训工程，注重茶叶生产技艺传承人、工艺大师等专业人才队伍的管理。
“我们将在保护好生态环境的前提下，全力破解武夷山茶产业在发展过程中存在的问题，努力将茶叶的生态优势、资源优势转化为经济优势、产业优势、品牌优势，让武夷茶成为百姓的致富茶、幸福茶。”武夷山市委书记林旭阳表示。
当日，武夷山市还开展了生态茶诚信经营主题倡议书签名活动；表彰了10家诚信茶企、18家茶企纳税大户；集中宣判了4起毁林犯罪案件，12名被告人被依法判处有期徒刑、拘役等刑罚，有效地震慑了毁林犯罪。 （李茜 林文婧）

                      
扫一扫在手机打开当前页"
530,《当代品牌·南平专刊》即将发行,2018/7/25,2018/7/25,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-25/1342717262.html,"《当代品牌·南平专刊》封面图　　26日，在中国南平“武夷品牌”建设发布会上，由福建省品牌建设促进会、中国检验认证集团福建有限公司、福建省国立品牌发展研究中心主管主办，市质监局、市武夷山水品牌运营管理有限公司协办的《当代品牌·南平专刊》将正式发行。
“此次发行的专刊，是为更好宣传和推广‘武夷山水’品牌，营造‘武夷品牌’建设良好氛围。”《当代品牌》杂志社副总编辑陈金昌介绍，专刊由多个栏目构成，主要包括“新时代绿色发展的南平实践”专题策划、《打响“大武夷”品牌 助力高质量发展》理论探索、“武夷山水”品牌建设工作推进纪实特别报道、“一县一品”武夷山水特色产品推介等内容。
实施品牌战略，是推进高质量发展、提升区域经济竞争力的重要途径，是推动产业升级，优化产品供给的有力抓手，是适应消费结构升级、满足人民美好生活需要的必然要求。据了解，此次的《当代品牌·南平专刊》将在中国南平“武夷品牌”建设发布会上发放，主要作为会议活动的宣传材料向与会嘉宾赠阅。同时，本册专刊还将在今后“武夷山水”品牌推广的其他具体活动中广泛使用，让大家更多认识南平、了解南平，让“武夷山水”品牌影响力进一步扩大。
（记者 吴建琼）

                      
扫一扫在手机打开当前页"
531,为企业发展插上科技的翅膀,2018/7/24,2018/7/24,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-24/934924951.html,"17日，在市科技局和市知识产权局领导的见证下，福建长庚新材料股份有限公司与福州大学材料科学与工程学院正式举行了“高性能纤维复合材料联合研发中心”及“本科生和研究生实践基地”签约揭牌仪式。这表明，长庚公司在科技创新实践上又迈出了重要一步。
2011年4月落户于南平工业园区的福建长庚新材料股份有限公司，主要生产销售汽车脚垫及面料，汽车装饰材料和家居装饰材料。自创业之初起，为了使客户订单留得住、离不开、转不走，公司坚持人无我有，人有我优，以市场需求为导向，以科技创新为根本，不断调优产品结构，很快在激烈的市场竞争中站稳脚跟。
在了解到长庚公司高度重视科技研发工作并取得一定成绩的情况后，市科技局主动对接，局领导带领工业科、成果科等部门人员多次到公司调研互动，通过现场科技政策宣导，引导公司做好科技项目专利申报工作，并对公司寻求与高等院校和科研院所合作提出建设性意见。市知识产权局领导主动对接，勤跑企业，指导公司利用好专利检索平台，实时关注同行业和上下游的专利信息，切实加强自身在产品、设备、技术、工艺上的更新换代工作，构建自身的技术保护防火墙，并依托中科院、福州大学、农林大学、安徽农业大学等院校以及科技特派员等为技术支撑，组织公司技术骨干参加专业培训，诸如参加国家标准化工程师培训、企业技术创新业务培训、西门子应用维护技术及设备维护管理培训、机械工程师和电气工程师职业能力等培训，对公司研发队伍攻坚能力的建设给予强有力技术支持。
得到市科技局的有效扶持，几年间，长庚公司的科技创新研发团队如虎添翼，不断取得攻坚成果，陆续研制并开发生产出汽车装饰起绒地毯新材料、汽车内饰提花地毯新材料、双组份免上胶汽车装饰新材料等产品，在汽车脚垫、汽车装饰材料、家居装饰材料等领域占据了领先地位。成立仅短短7年时间，长庚公司已获得21项国家授权专利，其中4项为发明专利。还有1项发明专利和3项实用型专利已申请授权并处在审核阶段。
自2013年起，长庚公司先后被市政府列为市重点技改企业，被国家认定为高新技术企业。2015年，公司被省科技厅认定为科技型企业，并顺利实现在新三板的成功上市；2016年入选科技小巨人领军企业、福建省知识产权优势企业。公司商标“长庚星”获福建省著名商标、长庚星牌针刺无纺车饰毯获“2016年度福建名牌产品”称号。
2017年初，长庚公司的生产自动化和管理信息一体化工作进入冲刺阶段，市科技局再次鼎力相助，公司顺利通过了中国电子技术标准化研究院受理的两化融合管理体系评定，成为我市首家通过两化融合管理体系贯标的企业。通过ERP信息管理系统和PLC数据采集系统的集成应用，并对主要生产设备进行自动化改进，公司极大提高了产品生产过程的信息化管控能力建设，实现产品生产、流通全过程数据的完整记录、保存、监控和及时有效追溯，企业业务流程更加合理化，管理水平也大幅提升。2017年12月，在市科技局组织带领和牵线搭桥下，长庚公司又参加了省科技厅与中科院上海所属研究院项目对接活动，并与中科院海西研究院泉州装备制造研究院达成合作，促成长庚公司智能制造检测项目的落地实施。
为了切实助力长庚公司朝着科技创新型企业方向发展，2017年10月，市科技局又主动协调，帮助长庚公司从中行南平分行获得了300万的科技助保贷流动资金、研发费用分段式补助、科技创新券补助等优惠政策。
前不久，市科技局领导再次牵线搭桥，让长庚公司与福州大学材料科学与工程学院有了良好互动，并最终促成见证了双方达成战略合作。签约揭牌仪式上，福州大学材料科学与工程学院党委书记倪朝兴一语道破了此次的院企合作的意义，他说：“高性能纤维复合材料联合研发中心是我院在南平产学研对接创办的第一家研发机构，这是新起点。今后我们一定会有更多的中心、项目在南平落地生根、开花结果。” ☉许志平

                      
扫一扫在手机打开当前页"
532,要把新思想贯穿于发展全过程,2018/7/24,2018/7/24,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-24/24497029.html,"23日，市委副书记、代市长刘洪建带领市直有关部门负责人到延平区调研。
“一定要注重项目的工程质量”“水源地周边整治情况如何？”“企业效益如何？”刘洪建一行在延平区实地察看了新建水厂水源地、长富乳品、九峰隧道、延平书院、雅阁大酒店、智慧延平、玉屏桥—水东桥段（西岸）景观等项目现场，每到一处，刘洪建都看图纸、听汇报、问进度、勘场地。他强调，要以开展“四比六促”“项目突破年”活动为抓手，以“抓铁有痕、踏石留印”的决心，将习近平新时代中国特色社会主义思想贯穿于各项工作之中，把延平建设得更加美好。
在随后召开的座谈会上，刘洪建对延平区近年来的经济社会发展予以肯定。他强调，延平发展产业有基础、有亮点，城市管理有创新、有成效，治理污染有决心、有力度。下一步，他强调，要认真学习贯彻习近平新时代中国特色社会主义思想，进一步兴起“大学习”热潮，深入贯彻落实党中央、省委、省政府和市委的决策部署，致力推动延平绿色发展。要以水美南平为抓手，致力抓好城市的建设管理。要立足资源禀赋和产业基础，致力推动产业全面发展。要努力作为，致力打造学习型、服务型、廉洁型政府，把各项工作抓深、抓细、抓实、抓出成效，推动南平高质量发展、赶超发展、绿色发展。
当天，刘洪建还走访了南平军分区，向长期以来关心支持南平经济社会发展的广大官兵表示感谢。他说，南平有良好的双拥基础，今后要进一步贯彻好新思想，密切地方与部队的沟通联系，尽力帮助部队官兵解决工作生活上的困难，巩固好军政团结、军民和谐、双拥共建的良好局面。南平军分区政委韩兴华表示，广大官兵将继续发扬围绕中心、服务大局的优良传统，一如既往地支持南平经济社会各项事业建设和发展，不断开创军民融合发展的新局面。
副市长钟文龙一同走访南平军分区。
（记者 廖晨星）

                      
扫一扫在手机打开当前页"
533,市领导看望暑期读书班老同志,2018/7/24,2018/7/24,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-24/1582440337.html,"23日，市委书记袁毅、代市长刘洪建看望参加暑期读书班的厅级离退休老同志，并与他们亲切座谈。市人大常委会副主任、市委秘书长潘剑才主持会议并通报上半年全市经济社会发展情况。
座谈会上老同志们发言踊跃，他们对我市经济社会发展所取得的成绩感到满意和欣慰，就进一步解放思想、加快绿水青山转化为金山银山、产业发展、文化建设、人才工作、文明创建以及民生社会事业补短板等问题，谈感受、出主意、提建议。
听取老同志发言后，袁毅说，闽北有今天的发展局面，离不开各位老领导、老同志打下的坚实基础和长期以来的关心支持。当前，南平正处在加快发展跨越赶超的关键时期。我们要深入学习贯彻习近平新时代中国特色社会主义思想和党的十九大精神，聚焦推进高质量发展、绿色发展和落实赶超目标，围绕推动绿水青山转化为金山银山，着力打基础谋长远，抓重点攻难点，补短板强弱项，深化改革创新，激励担当作为，把工作抓深抓细抓实，确保完成全年各项目标任务，持续心齐劲足、稳中向好的发展氛围和态势。希望各位老同志继续发挥政治优势、经验优势、威望优势，为新时代南平绿色发展跨越发展献计出力。我们将用心用情做好服务老同志工作，积极创造条件，努力为大家办实事、做好事、解难事。
刘洪建衷心感谢各位老领导、老同志长期以来为南平经济社会发展所做出的积极贡献，希望他们继续关心南平发展，一如既往支持市委、市政府工作。他表示，将积极为老领导、老同志老有所学、老有所乐创造更好条件，鼓励他们继续为南平发展建言献策，并将把这些真知灼见落实到今后的具体工作中，以更好地推动南平高质量发展、赶超发展、绿色发展。
（记者 吴建琼）

                      
扫一扫在手机打开当前页"
534,“卡通朱子”代言“武夷山水”,2018/7/24,2018/7/24,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-24/152253910.html,"萌萌的卡通朱子形象已多次亮相福建海峡论坛等各大活动现场。（资料图片）　　日前，记者从武夷山水品牌运营管理有限公司获悉，由南平市熹延文化传媒有限公司塑造的“卡通朱子”形象，正式成为“武夷山水”品牌形象代言人。
“2018年7月26日‘武夷山水’品牌正式发布后，‘卡通朱子’将携手大武夷地区各行业主要龙头企业，打造一批‘卡通朱子’形象与‘武夷山水’特色相融合的产品。”南平市熹延文化传媒有限公司负责人罗雨馨介绍，2016年，公司以宋代理学家朱熹为原型，塑造了“卡通朱子”形象，打造了“大话熹游”文化品牌，并借助互联网新媒体宣传优势，传播、弘扬包括朱子理学在内的传统国学文化、闽北茶文化并推广闽北特色产品。
据介绍，目前熹延传媒已先后推出13集《大话熹游》系列动画短片，《大话熹游——二十四节气》《大话熹游——十二生肖核心价值观》系列创意图片以及包括政和白茶、瓷竹茶具、抱枕、玩偶、手机壳等20余种以卡通朱子为核心IP的衍生文创产品。《大话熹游》系列动画短片先后被央视、福建广播电视台等传统媒体和人民日报、央视、共青团中央等单位所属新媒体进行重点推广。全网总播放量超过6000万次，仅新浪微博话题#大话熹游#曝光量就超过1.1亿次。同时，以卡通朱子为核心IP的衍生文创产品也先后亮相在深圳文博会、海峡两岸文博会、茶博会等系列活动，为代言“武夷山水”品牌奠定了良好的宣传推广基础。
（吴建琼）

                      
扫一扫在手机打开当前页"
535,旭禾米业：让“浦城大米”走进千家万户,2018/7/23,2018/7/23,南平日报,https://www.np.gov.cn//cms/html/npszf/2018-07-23/1392135446.html,"7月19日，在浦城县旭禾米业有限公司的生产车间里，工人们忙着进行稻谷低温烘干生产线的设备安装。
“低温烘干生产线的建成，可有效防止粮食出现发芽和变霉，更好地延长粮食的储藏时间，大米加工过程中也可以提升大米的质量。”公司负责人介绍，自2014年9月开始，该公司启动现代粮食综合精深加工项目，预计总投资5亿元，目前已经建成由6座仓库组成的10万吨高标准现代化粮食仓容，低温烘干生产线正在加紧建设，后期还将陆续建设日产200吨绿色精制大米生产线两条、日加工100吨谷物营养油生产线一条、年产10万吨果葡糖浆生产线一条。“该项目的建成，可以有效提高公司的仓储及精深加工能力，同时也可以为我们打造绿色大米、浦城贡米提供技术支撑。”
以项目为抓手，提升公司技术实力，只是旭禾米业全力打响“浦城大米”品牌的一个缩影。旭禾米业成立于2004年，是一家集种植、仓储、加工、销售、科技于一体的农业产业化省级重点龙头企业，也是浦城县粮食产业的龙头企业。公司拥有现代化标准生产车间3500平米，成品库房1000平方米，及国内领先水平的低温碾米生产线、营养配米生产线和先进完善的检测设备，年可加工原粮6万吨，2017年实现产值约2亿元。公司还是迄今全省唯一一家响应政府号召，积极参与国家第二批竞争性建仓的民营企业，是“省级动态储备粮定点企业”、“粮食应急加工企业”、“粮食应急配送中心”，其“旭禾”大米获得“福建省著名商标”和“福建省名牌产品”。
浦城是“福建粮仓”，但没有响亮的品牌。再加上东南亚大米以低廉的价格冲击国内市场等原因，浦城生产的大米附加值一直不高。为此，公司不断提高技术研发能力，实施“内引外联”策略，与省农大、省农科院、县农科所联合，除了生产优质大米“一枝香”、“金禾米”、“金桂香”等产品外，还不断挖掘浦城大米、浦城贡米价值，开拓中端大米市场，采取“公司+合作社+基地”的形式来保证稻谷的高品质，新建一条生产线加工礼盒装的浦城贡米，每公斤能卖到10元。目前，企业质量标准被选入《浦城特等精米》福建省地方标准。2014年，企业还被评为“福建省科技型企业”。
企业负责人告诉笔者，今年公司还计划在各乡镇的2000多亩粮食基地里全面安装监控系统，通过大数据和云端实现粮食生产从育秧到收割的全程可看可控。“我们目标是持续抓好农产品可追溯体系建设，做优做大做强现代化粮食仓储与粮食精深加工，让‘浦城大米’走向更多人的餐桌。”
☉袁 野

                      
扫一扫在手机打开当前页"
